componente,date,value
Other edible animal fats,2021/04,0
Other edible animal fats,2021/05,0
Other edible animal fats,2021/06,0
Other edible animal fats,2021/07,0
Other edible animal fats,2021/08,0
Other edible animal fats,2021/09,0
Other edible animal fats,2021/10,0
Fruit,2020/01,0.050000000000000003
Fruit,2020/02,0.070000000000000007
Fruit,2020/03,0.070000000000000007
Fruit,2020/04,0.12
Fruit,2020/05,0.14999999999999999
Fruit,2020/06,0.14000000000000001
Fruit,2020/07,0.10000000000000001
Fruit,2020/08,0.10000000000000001
Fruit,2020/09,0.10000000000000001
Fruit,2020/10,0.089999999999999997
Fruit,2020/11,0.070000000000000007
Fruit,2020/12,0.059999999999999998
Fruit,2021/01,0.040000000000000001
Fruit,2021/02,0.040000000000000001
Fruit,2021/03,0.050000000000000003
Fruit,2021/04,0.01
Fruit,2021/05,0
Fruit,2021/06,-0.01
Fruit,2021/07,0.01
Fruit,2021/08,0.02
Fruit,2021/09,0.02
Fruit,2021/10,0.01
Fresh or chilled fruit,2020/01,0.050000000000000003
Fresh or chilled fruit,2020/02,0.059999999999999998
Fresh or chilled fruit,2020/03,0.070000000000000007
Fresh or chilled fruit,2020/04,0.11
Fresh or chilled fruit,2020/05,0.14000000000000001
Fresh or chilled fruit,2020/06,0.14000000000000001
Fresh or chilled fruit,2020/07,0.10000000000000001
Fresh or chilled fruit,2020/08,0.089999999999999997
Fresh or chilled fruit,2020/09,0.10000000000000001
Fresh or chilled fruit,2020/10,0.089999999999999997
Fresh or chilled fruit,2020/11,0.059999999999999998
Fresh or chilled fruit,2020/12,0.059999999999999998
Fresh or chilled fruit,2021/01,0.040000000000000001
Fresh or chilled fruit,2021/02,0.040000000000000001
Fresh or chilled fruit,2021/03,0.050000000000000003
Fresh or chilled fruit,2021/04,0.01
Fresh or chilled fruit,2021/05,0
Fresh or chilled fruit,2021/06,-0.01
Fresh or chilled fruit,2021/07,0.01
Fresh or chilled fruit,2021/08,0.02
Fresh or chilled fruit,2021/09,0.02
Fresh or chilled fruit,2021/10,0
Frozen fruit,2020/01,0
Frozen fruit,2020/02,0
Frozen fruit,2020/03,0
Frozen fruit,2020/04,0
Frozen fruit,2020/05,0
Frozen fruit,2020/06,0
Frozen fruit,2020/07,0
Frozen fruit,2020/08,0
Frozen fruit,2020/09,0
Frozen fruit,2020/10,0
Frozen fruit,2020/11,0
Frozen fruit,2020/12,0
Frozen fruit,2021/01,0
Frozen fruit,2021/02,0
Frozen fruit,2021/03,0
Frozen fruit,2021/04,0
Frozen fruit,2021/05,0
Frozen fruit,2021/06,0
Frozen fruit,2021/07,0
Frozen fruit,2021/08,0
Frozen fruit,2021/09,0
Frozen fruit,2021/10,0
Dried fruit and nuts,2020/01,0
Dried fruit and nuts,2020/02,0
Dried fruit and nuts,2020/03,0
Dried fruit and nuts,2020/04,0
Dried fruit and nuts,2020/05,0
Dried fruit and nuts,2020/06,0
Dried fruit and nuts,2020/07,0
Dried fruit and nuts,2020/08,0
Dried fruit and nuts,2020/09,0
Dried fruit and nuts,2020/10,0
Dried fruit and nuts,2020/11,0
Dried fruit and nuts,2020/12,0
Dried fruit and nuts,2021/01,0
Dried fruit and nuts,2021/02,0
Dried fruit and nuts,2021/03,0
Dried fruit and nuts,2021/04,0
Dried fruit and nuts,2021/05,0
Dried fruit and nuts,2021/06,0
Dried fruit and nuts,2021/07,0
Dried fruit and nuts,2021/08,0
Dried fruit and nuts,2021/09,0
Dried fruit and nuts,2021/10,0
Preserved fruit and fruit-based products,2020/01,0
Preserved fruit and fruit-based products,2020/02,0
Preserved fruit and fruit-based products,2020/03,0
Preserved fruit and fruit-based products,2020/04,0
Preserved fruit and fruit-based products,2020/05,0
Preserved fruit and fruit-based products,2020/06,0
Preserved fruit and fruit-based products,2020/07,0
Preserved fruit and fruit-based products,2020/08,0
Preserved fruit and fruit-based products,2020/09,0
Preserved fruit and fruit-based products,2020/10,0
Preserved fruit and fruit-based products,2020/11,0
Preserved fruit and fruit-based products,2020/12,0
Preserved fruit and fruit-based products,2021/01,0
Preserved fruit and fruit-based products,2021/02,0
Preserved fruit and fruit-based products,2021/03,0
Preserved fruit and fruit-based products,2021/04,0
Preserved fruit and fruit-based products,2021/05,0
Preserved fruit and fruit-based products,2021/06,0
Preserved fruit and fruit-based products,2021/07,0
Preserved fruit and fruit-based products,2021/08,0
Preserved fruit and fruit-based products,2021/09,0
Preserved fruit and fruit-based products,2021/10,0
Vegetables,2020/01,-0.01
Vegetables,2020/02,-0.01
Vegetables,2020/03,0.01
Vegetables,2020/04,0.11
Vegetables,2020/05,0.080000000000000002
Vegetables,2020/06,0.050000000000000003
Vegetables,2020/07,-0.029999999999999999
Vegetables,2020/08,-0.050000000000000003
Vegetables,2020/09,-0.02
Vegetables,2020/10,0.050000000000000003
Vegetables,2020/11,0.080000000000000002
Vegetables,2020/12,0
Vegetables,2021/01,0.029999999999999999
Vegetables,2021/02,0.01
Vegetables,2021/03,0.02
Vegetables,2021/04,-0.02
Vegetables,2021/05,-0.01
Vegetables,2021/06,-0.02
Vegetables,2021/07,0.050000000000000003
Vegetables,2021/08,0.080000000000000002
Vegetables,2021/09,0.070000000000000007
Vegetables,2021/10,0.02
Fresh or chilled vegetables other than potatoes and other tubers,2020/01,-0.01
Fresh or chilled vegetables other than potatoes and other tubers,2020/02,-0.02
Fresh or chilled vegetables other than potatoes and other tubers,2020/03,0.01
Fresh or chilled vegetables other than potatoes and other tubers,2020/04,0.11
Fresh or chilled vegetables other than potatoes and other tubers,2020/05,0.080000000000000002
Fresh or chilled vegetables other than potatoes and other tubers,2020/06,0.050000000000000003
Fresh or chilled vegetables other than potatoes and other tubers,2020/07,-0.01
Fresh or chilled vegetables other than potatoes and other tubers,2020/08,-0.029999999999999999
Fresh or chilled vegetables other than potatoes and other tubers,2020/09,-0.01
Fresh or chilled vegetables other than potatoes and other tubers,2020/10,0.059999999999999998
Fresh or chilled vegetables other than potatoes and other tubers,2020/11,0.089999999999999997
Fresh or chilled vegetables other than potatoes and other tubers,2020/12,0.01
Fresh or chilled vegetables other than potatoes and other tubers,2021/01,0.040000000000000001
Fresh or chilled vegetables other than potatoes and other tubers,2021/02,0.01
Fresh or chilled vegetables other than potatoes and other tubers,2021/03,0.02
Fresh or chilled vegetables other than potatoes and other tubers,2021/04,-0.01
Fresh or chilled vegetables other than potatoes and other tubers,2021/05,0
Fresh or chilled vegetables other than potatoes and other tubers,2021/06,-0.02
Fresh or chilled vegetables other than potatoes and other tubers,2021/07,0.029999999999999999
Fresh or chilled vegetables other than potatoes and other tubers,2021/08,0.059999999999999998
Fresh or chilled vegetables other than potatoes and other tubers,2021/09,0.050000000000000003
Fresh or chilled vegetables other than potatoes and other tubers,2021/10,-0.01
Frozen vegetables other than potatoes and other tubers,2020/01,0
Frozen vegetables other than potatoes and other tubers,2020/02,0
Frozen vegetables other than potatoes and other tubers,2020/03,0
Frozen vegetables other than potatoes and other tubers,2020/04,0
Frozen vegetables other than potatoes and other tubers,2020/05,0
Frozen vegetables other than potatoes and other tubers,2020/06,0
Frozen vegetables other than potatoes and other tubers,2020/07,0
Frozen vegetables other than potatoes and other tubers,2020/08,0
Frozen vegetables other than potatoes and other tubers,2020/09,0
Frozen vegetables other than potatoes and other tubers,2020/10,0
Frozen vegetables other than potatoes and other tubers,2020/11,0
Frozen vegetables other than potatoes and other tubers,2020/12,0
Frozen vegetables other than potatoes and other tubers,2021/01,0
Frozen vegetables other than potatoes and other tubers,2021/02,0
Frozen vegetables other than potatoes and other tubers,2021/03,0
Frozen vegetables other than potatoes and other tubers,2021/04,0
Frozen vegetables other than potatoes and other tubers,2021/05,0
Frozen vegetables other than potatoes and other tubers,2021/06,0
Frozen vegetables other than potatoes and other tubers,2021/07,0
Frozen vegetables other than potatoes and other tubers,2021/08,0
Frozen vegetables other than potatoes and other tubers,2021/09,0
Frozen vegetables other than potatoes and other tubers,2021/10,0
"Dried vegetables, other preserved or processed vegetables",2020/01,0
"Dried vegetables, other preserved or processed vegetables",2020/02,0
"Dried vegetables, other preserved or processed vegetables",2020/03,0.01
"Dried vegetables, other preserved or processed vegetables",2020/04,0.01
"Dried vegetables, other preserved or processed vegetables",2020/05,0.01
"Dried vegetables, other preserved or processed vegetables",2020/06,0.01
"Dried vegetables, other preserved or processed vegetables",2020/07,0.01
"Dried vegetables, other preserved or processed vegetables",2020/08,0
"Dried vegetables, other preserved or processed vegetables",2020/09,0
"Dried vegetables, other preserved or processed vegetables",2020/10,0
"Dried vegetables, other preserved or processed vegetables",2020/11,0
"Dried vegetables, other preserved or processed vegetables",2020/12,0
"Dried vegetables, other preserved or processed vegetables",2021/01,0
"Dried vegetables, other preserved or processed vegetables",2021/02,0
"Dried vegetables, other preserved or processed vegetables",2021/03,0
"Dried vegetables, other preserved or processed vegetables",2021/04,0
"Dried vegetables, other preserved or processed vegetables",2021/05,0
"Dried vegetables, other preserved or processed vegetables",2021/06,0
"Dried vegetables, other preserved or processed vegetables",2021/07,0.01
"Dried vegetables, other preserved or processed vegetables",2021/08,0.01
"Dried vegetables, other preserved or processed vegetables",2021/09,0.01
"Dried vegetables, other preserved or processed vegetables",2021/10,0.01
Potatoes,2020/01,0
Potatoes,2020/02,0
Potatoes,2020/03,0
Potatoes,2020/04,-0.01
Potatoes,2020/05,-0.01
Potatoes,2020/06,-0.02
Potatoes,2020/07,-0.02
Potatoes,2020/08,-0.02
Potatoes,2020/09,-0.02
Potatoes,2020/10,-0.01
Potatoes,2020/11,-0.01
Potatoes,2020/12,-0.01
Potatoes,2021/01,-0.01
Potatoes,2021/02,-0.01
Potatoes,2021/03,-0.01
Potatoes,2021/04,-0.01
Potatoes,2021/05,-0.01
Potatoes,2021/06,-0.01
Potatoes,2021/07,0
Potatoes,2021/08,0.02
Potatoes,2021/09,0.02
Potatoes,2021/10,0.01
Crisps,2020/01,0
Crisps,2020/02,0
Crisps,2020/03,0
Crisps,2020/04,0
Crisps,2020/05,0
Crisps,2020/06,0
Crisps,2020/07,0
Crisps,2020/08,0
Crisps,2020/09,0
Crisps,2020/10,0
Crisps,2020/11,0
Crisps,2020/12,0
Crisps,2021/01,0
Crisps,2021/02,0
Crisps,2021/03,0
Crisps,2021/04,0
Crisps,2021/05,0
Crisps,2021/06,0
Crisps,2021/07,0
Crisps,2021/08,0
Crisps,2021/09,0
Crisps,2021/10,0
Other tubers and products of tuber vegetables,2020/01,0
Other tubers and products of tuber vegetables,2020/02,0
Other tubers and products of tuber vegetables,2020/03,0
Other tubers and products of tuber vegetables,2020/04,0
Other tubers and products of tuber vegetables,2020/05,0
Other tubers and products of tuber vegetables,2020/06,0
Other tubers and products of tuber vegetables,2020/07,0
Other tubers and products of tuber vegetables,2020/08,0
Other tubers and products of tuber vegetables,2020/09,0
Other tubers and products of tuber vegetables,2020/10,0
Other tubers and products of tuber vegetables,2020/11,0
Other tubers and products of tuber vegetables,2020/12,0
Other tubers and products of tuber vegetables,2021/01,0
Other tubers and products of tuber vegetables,2021/02,0
Other tubers and products of tuber vegetables,2021/03,0
Other tubers and products of tuber vegetables,2021/04,0
Other tubers and products of tuber vegetables,2021/05,0
Other tubers and products of tuber vegetables,2021/06,0
Other tubers and products of tuber vegetables,2021/07,0
Other tubers and products of tuber vegetables,2021/08,0
Other tubers and products of tuber vegetables,2021/09,0
Other tubers and products of tuber vegetables,2021/10,0
"Sugar, jam, honey, chocolate and confectionery",2020/01,0.01
"Sugar, jam, honey, chocolate and confectionery",2020/02,0.01
"Sugar, jam, honey, chocolate and confectionery",2020/03,0.01
"Sugar, jam, honey, chocolate and confectionery",2020/04,0.01
"Sugar, jam, honey, chocolate and confectionery",2020/05,0.01
"Sugar, jam, honey, chocolate and confectionery",2020/06,0.01
"Sugar, jam, honey, chocolate and confectionery",2020/07,0
"Sugar, jam, honey, chocolate and confectionery",2020/08,0
"Sugar, jam, honey, chocolate and confectionery",2020/09,0
"Sugar, jam, honey, chocolate and confectionery",2020/10,0
"Sugar, jam, honey, chocolate and confectionery",2020/11,0
"Sugar, jam, honey, chocolate and confectionery",2020/12,0
"Sugar, jam, honey, chocolate and confectionery",2021/01,0
"Sugar, jam, honey, chocolate and confectionery",2021/02,0
"Sugar, jam, honey, chocolate and confectionery",2021/03,0
"Sugar, jam, honey, chocolate and confectionery",2021/04,0.01
"Sugar, jam, honey, chocolate and confectionery",2021/05,0
"Sugar, jam, honey, chocolate and confectionery",2021/06,0
"Sugar, jam, honey, chocolate and confectionery",2021/07,0.01
"Sugar, jam, honey, chocolate and confectionery",2021/08,0.01
"Sugar, jam, honey, chocolate and confectionery",2021/09,0.01
"Sugar, jam, honey, chocolate and confectionery",2021/10,0.01
Sugar,2020/01,0
Sugar,2020/02,0
Sugar,2020/03,0
Sugar,2020/04,0
Sugar,2020/05,0
Sugar,2020/06,0
Sugar,2020/07,0
Sugar,2020/08,0
Sugar,2020/09,0
Sugar,2020/10,0
Sugar,2020/11,0
Sugar,2020/12,0
Sugar,2021/01,0
Sugar,2021/02,0
Sugar,2021/03,0
Sugar,2021/04,0
Sugar,2021/05,0
Sugar,2021/06,0
Sugar,2021/07,0
Sugar,2021/08,0
Sugar,2021/09,0
Sugar,2021/10,0
"Jams, marmalades and honey",2020/01,0
"Jams, marmalades and honey",2020/02,0
"Jams, marmalades and honey",2020/03,0
"Jams, marmalades and honey",2020/04,0
"Jams, marmalades and honey",2020/05,0
"Jams, marmalades and honey",2020/06,0
"Jams, marmalades and honey",2020/07,0
"Jams, marmalades and honey",2020/08,0
"Jams, marmalades and honey",2020/09,0
"Jams, marmalades and honey",2020/10,0
"Jams, marmalades and honey",2020/11,0
"Jams, marmalades and honey",2020/12,0
"Jams, marmalades and honey",2021/01,0
"Jams, marmalades and honey",2021/02,0
"Jams, marmalades and honey",2021/03,0
"Jams, marmalades and honey",2021/04,0
"Jams, marmalades and honey",2021/05,0
"Jams, marmalades and honey",2021/06,0
"Jams, marmalades and honey",2021/07,0
"Jams, marmalades and honey",2021/08,0
"Jams, marmalades and honey",2021/09,0
"Jams, marmalades and honey",2021/10,0
Chocolate,2020/01,0
Chocolate,2020/02,0
Chocolate,2020/03,0
Chocolate,2020/04,0
Chocolate,2020/05,0
Chocolate,2020/06,0
Chocolate,2020/07,0
Chocolate,2020/08,0
Chocolate,2020/09,0
Chocolate,2020/10,0
Chocolate,2020/11,0
Chocolate,2020/12,0
Chocolate,2021/01,0
Chocolate,2021/02,0
Chocolate,2021/03,0
Chocolate,2021/04,0.01
Chocolate,2021/05,0
Chocolate,2021/06,0
Chocolate,2021/07,0.01
Chocolate,2021/08,0
Chocolate,2021/09,0
Chocolate,2021/10,0
Confectionery products,2020/01,0
Confectionery products,2020/02,0
Confectionery products,2020/03,0
Confectionery products,2020/04,0
Confectionery products,2020/05,0
Confectionery products,2020/06,0
Confectionery products,2020/07,0
Confectionery products,2020/08,0
Confectionery products,2020/09,0
Confectionery products,2020/10,0
Confectionery products,2020/11,0
Confectionery products,2020/12,0
Confectionery products,2021/01,0
Confectionery products,2021/02,0
Confectionery products,2021/03,0
Confectionery products,2021/04,0
Confectionery products,2021/05,0
Confectionery products,2021/06,0
Confectionery products,2021/07,0
Confectionery products,2021/08,0
Confectionery products,2021/09,0
Confectionery products,2021/10,0
Edible ices and ice cream,2020/01,0
Edible ices and ice cream,2020/02,0
Edible ices and ice cream,2020/03,0
Edible ices and ice cream,2020/04,0
Edible ices and ice cream,2020/05,0
Edible ices and ice cream,2020/06,0
Edible ices and ice cream,2020/07,0
Edible ices and ice cream,2020/08,0
Edible ices and ice cream,2020/09,0
Edible ices and ice cream,2020/10,0
Edible ices and ice cream,2020/11,0
Edible ices and ice cream,2020/12,0
Edible ices and ice cream,2021/01,0
Edible ices and ice cream,2021/02,0
Edible ices and ice cream,2021/03,0
Edible ices and ice cream,2021/04,0
Edible ices and ice cream,2021/05,0
Edible ices and ice cream,2021/06,0
Edible ices and ice cream,2021/07,0
Edible ices and ice cream,2021/08,0
Edible ices and ice cream,2021/09,0
Edible ices and ice cream,2021/10,0
Artificial sugar substitutes,2020/01,0
Artificial sugar substitutes,2020/02,0
Artificial sugar substitutes,2020/03,0
Artificial sugar substitutes,2020/04,0
Artificial sugar substitutes,2020/05,0
Artificial sugar substitutes,2020/06,0
Artificial sugar substitutes,2020/07,0
Artificial sugar substitutes,2020/08,0
Artificial sugar substitutes,2020/09,0
Artificial sugar substitutes,2020/10,0
Artificial sugar substitutes,2020/11,0
Artificial sugar substitutes,2020/12,0
Artificial sugar substitutes,2021/01,0
Artificial sugar substitutes,2021/02,0
Artificial sugar substitutes,2021/03,0
Artificial sugar substitutes,2021/04,0
Artificial sugar substitutes,2021/05,0
Artificial sugar substitutes,2021/06,0
Artificial sugar substitutes,2021/07,0
Artificial sugar substitutes,2021/08,0
Artificial sugar substitutes,2021/09,0
Artificial sugar substitutes,2021/10,0
Food products n.e.c.,2020/01,0
Food products n.e.c.,2020/02,0
Food products n.e.c.,2020/03,0.01
Food products n.e.c.,2020/04,0.01
Food products n.e.c.,2020/05,0.01
Food products n.e.c.,2020/06,0.01
Food products n.e.c.,2020/07,0
Food products n.e.c.,2020/08,0
Food products n.e.c.,2020/09,0
Food products n.e.c.,2020/10,0
Food products n.e.c.,2020/11,0
Food products n.e.c.,2020/12,0
Food products n.e.c.,2021/01,0
Food products n.e.c.,2021/02,0
Food products n.e.c.,2021/03,0
Food products n.e.c.,2021/04,0
Food products n.e.c.,2021/05,0
Food products n.e.c.,2021/06,0
Food products n.e.c.,2021/07,0.01
Food products n.e.c.,2021/08,0.01
Food products n.e.c.,2021/09,0.01
Food products n.e.c.,2021/10,0.01
"Sauces, condiments",2020/01,0
"Sauces, condiments",2020/02,0
"Sauces, condiments",2020/03,0
"Sauces, condiments",2020/04,0
"Sauces, condiments",2020/05,0
"Sauces, condiments",2020/06,0
"Sauces, condiments",2020/07,0
"Sauces, condiments",2020/08,0
"Sauces, condiments",2020/09,0
"Sauces, condiments",2020/10,0
"Sauces, condiments",2020/11,0
"Sauces, condiments",2020/12,0
"Sauces, condiments",2021/01,0
"Sauces, condiments",2021/02,0
"Sauces, condiments",2021/03,0
"Sauces, condiments",2021/04,0
"Sauces, condiments",2021/05,0
"Sauces, condiments",2021/06,0
"Sauces, condiments",2021/07,0
"Sauces, condiments",2021/08,0
"Sauces, condiments",2021/09,0
"Sauces, condiments",2021/10,0
"Salt, spices and culinary herbs",2020/01,0
"Salt, spices and culinary herbs",2020/02,0
"Salt, spices and culinary herbs",2020/03,0
"Salt, spices and culinary herbs",2020/04,0
"Salt, spices and culinary herbs",2020/05,0
"Salt, spices and culinary herbs",2020/06,0
"Salt, spices and culinary herbs",2020/07,0
"Salt, spices and culinary herbs",2020/08,0
"Salt, spices and culinary herbs",2020/09,0
"Salt, spices and culinary herbs",2020/10,0
"Salt, spices and culinary herbs",2020/11,0
"Salt, spices and culinary herbs",2020/12,0
"Salt, spices and culinary herbs",2021/01,0
"Salt, spices and culinary herbs",2021/02,0
"Salt, spices and culinary herbs",2021/03,0
"Salt, spices and culinary herbs",2021/04,0
"Salt, spices and culinary herbs",2021/05,0
"Salt, spices and culinary herbs",2021/06,0
"Salt, spices and culinary herbs",2021/07,0
"Salt, spices and culinary herbs",2021/08,0
"Salt, spices and culinary herbs",2021/09,0
"Salt, spices and culinary herbs",2021/10,0
Baby food,2020/01,0
Baby food,2020/02,0
Baby food,2020/03,0
Baby food,2020/04,0
Baby food,2020/05,0
Baby food,2020/06,0
Baby food,2020/07,0
Baby food,2020/08,0
Baby food,2020/09,0
Baby food,2020/10,0
Baby food,2020/11,0
Baby food,2020/12,0
Baby food,2021/01,0
Baby food,2021/02,0
Baby food,2021/03,0
Baby food,2021/04,0
Baby food,2021/05,0
Baby food,2021/06,0
Baby food,2021/07,0
Baby food,2021/08,0
Baby food,2021/09,0
Baby food,2021/10,0
Ready-made meals,2020/01,0
Ready-made meals,2020/02,0
Ready-made meals,2020/03,0
Ready-made meals,2020/04,0
Ready-made meals,2020/05,0
Ready-made meals,2020/06,0
Ready-made meals,2020/07,0
Ready-made meals,2020/08,0
Ready-made meals,2020/09,0
Ready-made meals,2020/10,0
Ready-made meals,2020/11,0
Ready-made meals,2020/12,0
Ready-made meals,2021/01,0
Ready-made meals,2021/02,0
Ready-made meals,2021/03,0
Ready-made meals,2021/04,0
Ready-made meals,2021/05,0
Ready-made meals,2021/06,0
Ready-made meals,2021/07,0
Ready-made meals,2021/08,0
Ready-made meals,2021/09,0
Ready-made meals,2021/10,0
Other food products n.e.c.,2020/01,0
Other food products n.e.c.,2020/02,0
Other food products n.e.c.,2020/03,0
Other food products n.e.c.,2020/04,0
Other food products n.e.c.,2020/05,0
Other food products n.e.c.,2020/06,0
Other food products n.e.c.,2020/07,0
Other food products n.e.c.,2020/08,0
Other food products n.e.c.,2020/09,0
Other food products n.e.c.,2020/10,0
Other food products n.e.c.,2020/11,0
Other food products n.e.c.,2020/12,0
Other food products n.e.c.,2021/01,0
Other food products n.e.c.,2021/02,0
Other food products n.e.c.,2021/03,0
Other food products n.e.c.,2021/04,0
Other food products n.e.c.,2021/05,0
Other food products n.e.c.,2021/06,0
Other food products n.e.c.,2021/07,0
Other food products n.e.c.,2021/08,0
Other food products n.e.c.,2021/09,0
Other food products n.e.c.,2021/10,0
"Coffee, tea and cocoa",2020/01,0
"Coffee, tea and cocoa",2020/02,0
"Coffee, tea and cocoa",2020/03,0
"Coffee, tea and cocoa",2020/04,0
"Coffee, tea and cocoa",2020/05,0
"Coffee, tea and cocoa",2020/06,0
"Coffee, tea and cocoa",2020/07,0
"Coffee, tea and cocoa",2020/08,0
"Coffee, tea and cocoa",2020/09,0
"Coffee, tea and cocoa",2020/10,0
"Coffee, tea and cocoa",2020/11,0
"Coffee, tea and cocoa",2020/12,0
"Coffee, tea and cocoa",2021/01,0
"Coffee, tea and cocoa",2021/02,0
"Coffee, tea and cocoa",2021/03,0
"Coffee, tea and cocoa",2021/04,0
"Coffee, tea and cocoa",2021/05,0
"Coffee, tea and cocoa",2021/06,0
"Coffee, tea and cocoa",2021/07,0.01
"Coffee, tea and cocoa",2021/08,0
"Coffee, tea and cocoa",2021/09,0.01
"Coffee, tea and cocoa",2021/10,0.01
Coffee,2020/01,0
Coffee,2020/02,0
Coffee,2020/03,0
Coffee,2020/04,0
Coffee,2020/05,0
Coffee,2020/06,0
Coffee,2020/07,0
Coffee,2020/08,0
Coffee,2020/09,0
Coffee,2020/10,0
Coffee,2020/11,0
Coffee,2020/12,0
Coffee,2021/01,0
Coffee,2021/02,0
Coffee,2021/03,0
Coffee,2021/04,0
Coffee,2021/05,0
Coffee,2021/06,0
Coffee,2021/07,0
Coffee,2021/08,0
Coffee,2021/09,0.01
Coffee,2021/10,0.01
Tea,2020/01,0
Tea,2020/02,0
Tea,2020/03,0
Tea,2020/04,0
Tea,2020/05,0
Tea,2020/06,0
Tea,2020/07,0
Tea,2020/08,0
Tea,2020/09,0
Tea,2020/10,0
Tea,2020/11,0
Tea,2020/12,0
Tea,2021/01,0
Tea,2021/02,0
Tea,2021/03,0
Tea,2021/04,0
Tea,2021/05,0
Tea,2021/06,0
Tea,2021/07,0
Tea,2021/08,0
Tea,2021/09,0
Tea,2021/10,0
Cocoa and powdered chocolate,2020/01,0
Cocoa and powdered chocolate,2020/02,0
Cocoa and powdered chocolate,2020/03,0
Cocoa and powdered chocolate,2020/04,0
Cocoa and powdered chocolate,2020/05,0
Cocoa and powdered chocolate,2020/06,0
Cocoa and powdered chocolate,2020/07,0
Cocoa and powdered chocolate,2020/08,0
Cocoa and powdered chocolate,2020/09,0
Cocoa and powdered chocolate,2020/10,0
Cocoa and powdered chocolate,2020/11,0
Cocoa and powdered chocolate,2020/12,0
Cocoa and powdered chocolate,2021/01,0
Cocoa and powdered chocolate,2021/02,0
Cocoa and powdered chocolate,2021/03,0
Cocoa and powdered chocolate,2021/04,0
Cocoa and powdered chocolate,2021/05,0
Cocoa and powdered chocolate,2021/06,0
Cocoa and powdered chocolate,2021/07,0
Cocoa and powdered chocolate,2021/08,0
Cocoa and powdered chocolate,2021/09,0
Cocoa and powdered chocolate,2021/10,0
"Mineral waters, soft drinks, fruit and vegetable juices",2020/01,0.02
"Mineral waters, soft drinks, fruit and vegetable juices",2020/02,0.02
"Mineral waters, soft drinks, fruit and vegetable juices",2020/03,0.02
"Mineral waters, soft drinks, fruit and vegetable juices",2020/04,0.02
"Mineral waters, soft drinks, fruit and vegetable juices",2020/05,0.02
"Mineral waters, soft drinks, fruit and vegetable juices",2020/06,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2020/07,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2020/08,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2020/09,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2020/10,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2020/11,0
"Mineral waters, soft drinks, fruit and vegetable juices",2020/12,0
"Mineral waters, soft drinks, fruit and vegetable juices",2021/01,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2021/02,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2021/03,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2021/04,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2021/05,0.01
"Mineral waters, soft drinks, fruit and vegetable juices",2021/06,0.02
"Mineral waters, soft drinks, fruit and vegetable juices",2021/07,0.02
"Mineral waters, soft drinks, fruit and vegetable juices",2021/08,0.02
"Mineral waters, soft drinks, fruit and vegetable juices",2021/09,0.029999999999999999
"Mineral waters, soft drinks, fruit and vegetable juices",2021/10,0.02
Mineral or spring waters,2020/01,0
Mineral or spring waters,2020/02,0
Mineral or spring waters,2020/03,0
Mineral or spring waters,2020/04,0.01
Mineral or spring waters,2020/05,0
Mineral or spring waters,2020/06,0
Mineral or spring waters,2020/07,0
Mineral or spring waters,2020/08,0
Mineral or spring waters,2020/09,0
Mineral or spring waters,2020/10,0
Mineral or spring waters,2020/11,0
Mineral or spring waters,2020/12,0
Mineral or spring waters,2021/01,0
Mineral or spring waters,2021/02,0
Mineral or spring waters,2021/03,0
Mineral or spring waters,2021/04,0
Mineral or spring waters,2021/05,0
Mineral or spring waters,2021/06,0.01
Mineral or spring waters,2021/07,0.01
Mineral or spring waters,2021/08,0.01
Mineral or spring waters,2021/09,0.01
Mineral or spring waters,2021/10,0.01
Soft drinks,2020/01,0.01
Soft drinks,2020/02,0.01
Soft drinks,2020/03,0.01
Soft drinks,2020/04,0.01
Soft drinks,2020/05,0.01
Soft drinks,2020/06,0.01
Soft drinks,2020/07,0
Soft drinks,2020/08,0.01
Soft drinks,2020/09,0
Soft drinks,2020/10,0
Soft drinks,2020/11,0
Soft drinks,2020/12,0
Soft drinks,2021/01,0.01
Soft drinks,2021/02,0.01
Soft drinks,2021/03,0.01
Soft drinks,2021/04,0.01
Soft drinks,2021/05,0.01
Soft drinks,2021/06,0.01
Soft drinks,2021/07,0.01
Soft drinks,2021/08,0.01
Soft drinks,2021/09,0.01
Soft drinks,2021/10,0.01
Fruit and vegetables juices,2020/01,0
Fruit and vegetables juices,2020/02,0
Fruit and vegetables juices,2020/03,0
Fruit and vegetables juices,2020/04,0
Fruit and vegetables juices,2020/05,0
Fruit and vegetables juices,2020/06,0
Fruit and vegetables juices,2020/07,0
Fruit and vegetables juices,2020/08,0
Fruit and vegetables juices,2020/09,0
Fruit and vegetables juices,2020/10,0
Fruit and vegetables juices,2020/11,0
Fruit and vegetables juices,2020/12,0
Fruit and vegetables juices,2021/01,0
Fruit and vegetables juices,2021/02,0
Fruit and vegetables juices,2021/03,0
Fruit and vegetables juices,2021/04,0
Fruit and vegetables juices,2021/05,0
