componente,date,value
Natural gas and town gas,2020/03,-0.089999999999999997
Natural gas and town gas,2020/04,-0.089999999999999997
Natural gas and town gas,2020/05,-0.089999999999999997
Natural gas and town gas,2020/06,-0.089999999999999997
Natural gas and town gas,2020/07,-0.089999999999999997
Natural gas and town gas,2020/08,-0.089999999999999997
Natural gas and town gas,2020/09,-0.080000000000000002
Natural gas and town gas,2020/10,-0.059999999999999998
Natural gas and town gas,2020/11,-0.059999999999999998
Natural gas and town gas,2020/12,-0.059999999999999998
Natural gas and town gas,2021/01,-0.029999999999999999
Natural gas and town gas,2021/02,-0.01
Natural gas and town gas,2021/03,0.02
Natural gas and town gas,2021/04,0.080000000000000002
Natural gas and town gas,2021/05,0.080000000000000002
Natural gas and town gas,2021/06,0.10000000000000001
Natural gas and town gas,2021/07,0.23999999999999999
Natural gas and town gas,2021/08,0.26000000000000001
Natural gas and town gas,2021/09,0.28999999999999998
Natural gas and town gas,2021/10,0.40999999999999998
"Liquefied hydrocarbons (butane, propane, etc.)",2020/01,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/02,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/03,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/04,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/05,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/06,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/07,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/08,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/09,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/10,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/11,0
"Liquefied hydrocarbons (butane, propane, etc.)",2020/12,0
"Liquefied hydrocarbons (butane, propane, etc.)",2021/01,0
"Liquefied hydrocarbons (butane, propane, etc.)",2021/02,0
"Liquefied hydrocarbons (butane, propane, etc.)",2021/03,0.01
"Liquefied hydrocarbons (butane, propane, etc.)",2021/04,0.01
"Liquefied hydrocarbons (butane, propane, etc.)",2021/05,0.01
"Liquefied hydrocarbons (butane, propane, etc.)",2021/06,0.01
"Liquefied hydrocarbons (butane, propane, etc.)",2021/07,0.01
"Liquefied hydrocarbons (butane, propane, etc.)",2021/08,0.02
"Liquefied hydrocarbons (butane, propane, etc.)",2021/09,0.02
"Liquefied hydrocarbons (butane, propane, etc.)",2021/10,0.029999999999999999
Liquid fuels,2020/01,0.02
Liquid fuels,2020/02,-0.040000000000000001
Liquid fuels,2020/03,-0.10000000000000001
Liquid fuels,2020/04,-0.14999999999999999
Liquid fuels,2020/05,-0.20000000000000001
Liquid fuels,2020/06,-0.14999999999999999
Liquid fuels,2020/07,-0.16
Liquid fuels,2020/08,-0.16
Liquid fuels,2020/09,-0.19
Liquid fuels,2020/10,-0.20000000000000001
Liquid fuels,2020/11,-0.19
Liquid fuels,2020/12,-0.14999999999999999
Liquid fuels,2021/01,-0.12
Liquid fuels,2021/02,-0.050000000000000003
Liquid fuels,2021/03,0.040000000000000001
Liquid fuels,2021/04,0.070000000000000007
Liquid fuels,2021/05,0.12
Liquid fuels,2021/06,0.13
Liquid fuels,2021/07,0.14999999999999999
Liquid fuels,2021/08,0.14999999999999999
Liquid fuels,2021/09,0.20000000000000001
Liquid fuels,2021/10,0.28999999999999998
Solid fuels,2020/01,0
Solid fuels,2020/02,0
Solid fuels,2020/03,0
Solid fuels,2020/04,0
Solid fuels,2020/05,0
Solid fuels,2020/06,0
Solid fuels,2020/07,0
Solid fuels,2020/08,0
Solid fuels,2020/09,0
Solid fuels,2020/10,0
Solid fuels,2020/11,0
Solid fuels,2020/12,0
Solid fuels,2021/01,0
Solid fuels,2021/02,0
Solid fuels,2021/03,0
Solid fuels,2021/04,0
Solid fuels,2021/05,0
Solid fuels,2021/06,0
Solid fuels,2021/07,0
Solid fuels,2021/08,0
Solid fuels,2021/09,0
Solid fuels,2021/10,0.01
Coal,2020/01,0
Coal,2020/02,0
Coal,2020/03,0
Coal,2020/04,0
Coal,2020/05,0
Coal,2020/06,0
Coal,2020/07,0
Coal,2020/08,0
Coal,2020/09,0
Coal,2020/10,0
Coal,2020/11,0
Coal,2020/12,0
Coal,2021/01,0
Coal,2021/02,0
Coal,2021/03,0
Coal,2021/04,0
Coal,2021/05,0
Coal,2021/06,0
Coal,2021/07,0
Coal,2021/08,0
Coal,2021/09,0
Coal,2021/10,0
Other solid fuels,2020/01,0
Other solid fuels,2020/02,0
Other solid fuels,2020/03,0
Other solid fuels,2020/04,0
Other solid fuels,2020/05,0
Other solid fuels,2020/06,0
Other solid fuels,2020/07,0
Other solid fuels,2020/08,0
Other solid fuels,2020/09,0
Other solid fuels,2020/10,0
Other solid fuels,2020/11,0
Other solid fuels,2020/12,0
Other solid fuels,2021/01,0
Other solid fuels,2021/02,0
Other solid fuels,2021/03,0
Other solid fuels,2021/04,0
Other solid fuels,2021/05,0
Other solid fuels,2021/06,0
Other solid fuels,2021/07,0
Other solid fuels,2021/08,0
Other solid fuels,2021/09,0
Other solid fuels,2021/10,0
Heat energy,2020/01,0
Heat energy,2020/02,0
Heat energy,2020/03,0
Heat energy,2020/04,0
Heat energy,2020/05,-0.01
Heat energy,2020/06,-0.01
Heat energy,2020/07,-0.01
Heat energy,2020/08,-0.01
Heat energy,2020/09,-0.01
Heat energy,2020/10,-0.01
Heat energy,2020/11,-0.01
Heat energy,2020/12,-0.01
Heat energy,2021/01,-0.01
Heat energy,2021/02,-0.01
Heat energy,2021/03,0
Heat energy,2021/04,0
Heat energy,2021/05,0
Heat energy,2021/06,0
Heat energy,2021/07,0.01
Heat energy,2021/08,0.01
Heat energy,2021/09,0.02
Heat energy,2021/10,0.029999999999999999
"Furnishings, household equipment and routine household maintenance",2020/01,0.029999999999999999
"Furnishings, household equipment and routine household maintenance",2020/02,0.040000000000000001
"Furnishings, household equipment and routine household maintenance",2020/03,0.040000000000000001
"Furnishings, household equipment and routine household maintenance",2020/04,0.050000000000000003
"Furnishings, household equipment and routine household maintenance",2020/05,0.040000000000000001
"Furnishings, household equipment and routine household maintenance",2020/06,0.040000000000000001
"Furnishings, household equipment and routine household maintenance",2020/07,0.050000000000000003
"Furnishings, household equipment and routine household maintenance",2020/08,0.02
"Furnishings, household equipment and routine household maintenance",2020/09,0.01
"Furnishings, household equipment and routine household maintenance",2020/10,0.01
"Furnishings, household equipment and routine household maintenance",2020/11,0
"Furnishings, household equipment and routine household maintenance",2020/12,0.01
"Furnishings, household equipment and routine household maintenance",2021/01,0.080000000000000002
"Furnishings, household equipment and routine household maintenance",2021/02,0.050000000000000003
"Furnishings, household equipment and routine household maintenance",2021/03,0.050000000000000003
"Furnishings, household equipment and routine household maintenance",2021/04,0.050000000000000003
"Furnishings, household equipment and routine household maintenance",2021/05,0.059999999999999998
"Furnishings, household equipment and routine household maintenance",2021/06,0.070000000000000007
"Furnishings, household equipment and routine household maintenance",2021/07,0.089999999999999997
"Furnishings, household equipment and routine household maintenance",2021/08,0.13
"Furnishings, household equipment and routine household maintenance",2021/09,0.14000000000000001
"Furnishings, household equipment and routine household maintenance",2021/10,0.14999999999999999
Household textiles,2020/01,0
Household textiles,2020/02,0
Household textiles,2020/03,0
Household textiles,2020/04,0
Household textiles,2020/05,0
Household textiles,2020/06,0
Household textiles,2020/07,0.01
Household textiles,2020/08,0
Household textiles,2020/09,0
Household textiles,2020/10,0
Household textiles,2020/11,0
Household textiles,2020/12,0
Household textiles,2021/01,0.01
Household textiles,2021/02,0
Household textiles,2021/03,0
Household textiles,2021/04,0
Household textiles,2021/05,0
Household textiles,2021/06,0
Household textiles,2021/07,0
Household textiles,2021/08,0.01
Household textiles,2021/09,0.01
Household textiles,2021/10,0.01
Household appliances,2020/01,-0.01
Household appliances,2020/02,0
Household appliances,2020/03,0
Household appliances,2020/04,0
Household appliances,2020/05,0
Household appliances,2020/06,0
Household appliances,2020/07,0
Household appliances,2020/08,-0.01
Household appliances,2020/09,-0.01
Household appliances,2020/10,0
Household appliances,2020/11,0
Household appliances,2020/12,0
Household appliances,2021/01,0.01
Household appliances,2021/02,0.01
Household appliances,2021/03,0.01
Household appliances,2021/04,0.01
Household appliances,2021/05,0
Household appliances,2021/06,0.01
Household appliances,2021/07,0
Household appliances,2021/08,0.02
Household appliances,2021/09,0.01
Household appliances,2021/10,0.02
Small electric household appliances,2020/01,0
Small electric household appliances,2020/02,0
Small electric household appliances,2020/03,0
Small electric household appliances,2020/04,0
Small electric household appliances,2020/05,0
Small electric household appliances,2020/06,0
Small electric household appliances,2020/07,0
Small electric household appliances,2020/08,0
Small electric household appliances,2020/09,0
Small electric household appliances,2020/10,0
Small electric household appliances,2020/11,0
Small electric household appliances,2020/12,0
Small electric household appliances,2021/01,0.01
Small electric household appliances,2021/02,0.01
Small electric household appliances,2021/03,0
Small electric household appliances,2021/04,0
Small electric household appliances,2021/05,0
Small electric household appliances,2021/06,0
Small electric household appliances,2021/07,0
Small electric household appliances,2021/08,0
Small electric household appliances,2021/09,0
Small electric household appliances,2021/10,0
"Glassware, tableware and household utensils",2020/01,0
"Glassware, tableware and household utensils",2020/02,0
"Glassware, tableware and household utensils",2020/03,0
"Glassware, tableware and household utensils",2020/04,0
"Glassware, tableware and household utensils",2020/05,0
"Glassware, tableware and household utensils",2020/06,0
"Glassware, tableware and household utensils",2020/07,0
"Glassware, tableware and household utensils",2020/08,0
"Glassware, tableware and household utensils",2020/09,0
"Glassware, tableware and household utensils",2020/10,0
"Glassware, tableware and household utensils",2020/11,0
"Glassware, tableware and household utensils",2020/12,0
"Glassware, tableware and household utensils",2021/01,0.01
"Glassware, tableware and household utensils",2021/02,0.01
"Glassware, tableware and household utensils",2021/03,0.01
"Glassware, tableware and household utensils",2021/04,0.01
"Glassware, tableware and household utensils",2021/05,0.01
"Glassware, tableware and household utensils",2021/06,0.01
"Glassware, tableware and household utensils",2021/07,0.01
"Glassware, tableware and household utensils",2021/08,0.01
"Glassware, tableware and household utensils",2021/09,0.01
"Glassware, tableware and household utensils",2021/10,0.01
Tools and equipment for house and garden,2020/01,0
Tools and equipment for house and garden,2020/02,0
Tools and equipment for house and garden,2020/03,0
Tools and equipment for house and garden,2020/04,0
Tools and equipment for house and garden,2020/05,0
Tools and equipment for house and garden,2020/06,0
Tools and equipment for house and garden,2020/07,0
Tools and equipment for house and garden,2020/08,0
Tools and equipment for house and garden,2020/09,0
Tools and equipment for house and garden,2020/10,0
Tools and equipment for house and garden,2020/11,0
Tools and equipment for house and garden,2020/12,0
Tools and equipment for house and garden,2021/01,0
Tools and equipment for house and garden,2021/02,0
Tools and equipment for house and garden,2021/03,0
Tools and equipment for house and garden,2021/04,0
Tools and equipment for house and garden,2021/05,0
Tools and equipment for house and garden,2021/06,0
Tools and equipment for house and garden,2021/07,0.01
Tools and equipment for house and garden,2021/08,0.01
Tools and equipment for house and garden,2021/09,0.01
Tools and equipment for house and garden,2021/10,0.01
Goods and services for routine household maintenance,2020/01,0.02
Goods and services for routine household maintenance,2020/02,0.02
Goods and services for routine household maintenance,2020/03,0.02
Goods and services for routine household maintenance,2020/04,0.029999999999999999
Goods and services for routine household maintenance,2020/05,0.029999999999999999
Goods and services for routine household maintenance,2020/06,0.02
Goods and services for routine household maintenance,2020/07,0.02
Goods and services for routine household maintenance,2020/08,0.02
Goods and services for routine household maintenance,2020/09,0.01
Goods and services for routine household maintenance,2020/10,0.01
Goods and services for routine household maintenance,2020/11,0.01
Goods and services for routine household maintenance,2020/12,0.01
Goods and services for routine household maintenance,2021/01,0.01
Goods and services for routine household maintenance,2021/02,0.01
Goods and services for routine household maintenance,2021/03,0.01
Goods and services for routine household maintenance,2021/04,0
Goods and services for routine household maintenance,2021/05,0
Goods and services for routine household maintenance,2021/06,0.01
Goods and services for routine household maintenance,2021/07,0.01
Goods and services for routine household maintenance,2021/08,0.01
Goods and services for routine household maintenance,2021/09,0.02
Goods and services for routine household maintenance,2021/10,0.02
Health,2020/01,0.029999999999999999
Health,2020/02,0.029999999999999999
Health,2020/03,0.040000000000000001
Health,2020/04,0.040000000000000001
Health,2020/05,0.040000000000000001
Health,2020/06,0.040000000000000001
Health,2020/07,0.040000000000000001
Health,2020/08,0.029999999999999999
Health,2020/09,0.01
Health,2020/10,0.01
Health,2020/11,0.01
Health,2020/12,0.01
Health,2021/01,0.01
Health,2021/02,0.01
Health,2021/03,0.01
Health,2021/04,0
Health,2021/05,0.01
Health,2021/06,0.01
Health,2021/07,0.01
Health,2021/08,0.02
Health,2021/09,0.029999999999999999
Health,2021/10,0.040000000000000001
Purchase of vehicles,2020/01,0.059999999999999998
Purchase of vehicles,2020/02,0.059999999999999998
Purchase of vehicles,2020/03,0.050000000000000003
Purchase of vehicles,2020/04,0.059999999999999998
Purchase of vehicles,2020/05,0.040000000000000001
Purchase of vehicles,2020/06,0.040000000000000001
Purchase of vehicles,2020/07,0.02
Purchase of vehicles,2020/08,0.029999999999999999
Purchase of vehicles,2020/09,0.029999999999999999
Purchase of vehicles,2020/10,0.029999999999999999
Purchase of vehicles,2020/11,0.029999999999999999
Purchase of vehicles,2020/12,0.02
Purchase of vehicles,2021/01,0.050000000000000003
Purchase of vehicles,2021/02,0.050000000000000003
Purchase of vehicles,2021/03,0.070000000000000007
Purchase of vehicles,2021/04,0.070000000000000007
Purchase of vehicles,2021/05,0.080000000000000002
Purchase of vehicles,2021/06,0.089999999999999997
Purchase of vehicles,2021/07,0.13
Purchase of vehicles,2021/08,0.13
Purchase of vehicles,2021/09,0.14999999999999999
Purchase of vehicles,2021/10,0.17000000000000001
Motor cars,2020/01,0.059999999999999998
Motor cars,2020/02,0.059999999999999998
Motor cars,2020/03,0.050000000000000003
Motor cars,2020/04,0.050000000000000003
Motor cars,2020/05,0.040000000000000001
Motor cars,2020/06,0.040000000000000001
Motor cars,2020/07,0.02
Motor cars,2020/08,0.029999999999999999
Motor cars,2020/09,0.029999999999999999
Motor cars,2020/10,0.02
Motor cars,2020/11,0.02
Motor cars,2020/12,0.02
Motor cars,2021/01,0.050000000000000003
Motor cars,2021/02,0.040000000000000001
Motor cars,2021/03,0.059999999999999998
Motor cars,2021/04,0.059999999999999998
Motor cars,2021/05,0.070000000000000007
Motor cars,2021/06,0.080000000000000002
Motor cars,2021/07,0.12
Motor cars,2021/08,0.12
Motor cars,2021/09,0.14000000000000001
Motor cars,2021/10,0.14999999999999999
New motor cars,2020/01,0.059999999999999998
New motor cars,2020/02,0.059999999999999998
New motor cars,2020/03,0.050000000000000003
New motor cars,2020/04,0.050000000000000003
New motor cars,2020/05,0.050000000000000003
New motor cars,2020/06,0.040000000000000001
New motor cars,2020/07,0.029999999999999999
New motor cars,2020/08,0.029999999999999999
New motor cars,2020/09,0.029999999999999999
New motor cars,2020/10,0.029999999999999999
New motor cars,2020/11,0.029999999999999999
New motor cars,2020/12,0.02
New motor cars,2021/01,0.050000000000000003
New motor cars,2021/02,0.050000000000000003
New motor cars,2021/03,0.059999999999999998
New motor cars,2021/04,0.059999999999999998
New motor cars,2021/05,0.070000000000000007
New motor cars,2021/06,0.080000000000000002
New motor cars,2021/07,0.10000000000000001
New motor cars,2021/08,0.10000000000000001
New motor cars,2021/09,0.11
New motor cars,2021/10,0.11
Second-hand motor cars,2020/01,0
Second-hand motor cars,2020/02,0
Second-hand motor cars,2020/03,0
Second-hand motor cars,2020/04,0
Second-hand motor cars,2020/05,0
Second-hand motor cars,2020/06,-0.01
Second-hand motor cars,2020/07,-0.01
Second-hand motor cars,2020/08,-0.01
Second-hand motor cars,2020/09,-0.01
Second-hand motor cars,2020/10,0
Second-hand motor cars,2020/11,0
Second-hand motor cars,2020/12,0
Second-hand motor cars,2021/01,0
Second-hand motor cars,2021/02,0
Second-hand motor cars,2021/03,0
Second-hand motor cars,2021/04,0
Second-hand motor cars,2021/05,0
Second-hand motor cars,2021/06,0.01
Second-hand motor cars,2021/07,0.02
Second-hand motor cars,2021/08,0.02
Second-hand motor cars,2021/09,0.029999999999999999
Second-hand motor cars,2021/10,0.040000000000000001
"Motor cycles, bicycles and animal drawn vehicles",2020/01,0
"Motor cycles, bicycles and animal drawn vehicles",2020/02,0
"Motor cycles, bicycles and animal drawn vehicles",2020/03,0
"Motor cycles, bicycles and animal drawn vehicles",2020/04,0
"Motor cycles, bicycles and animal drawn vehicles",2020/05,0
"Motor cycles, bicycles and animal drawn vehicles",2020/06,0
"Motor cycles, bicycles and animal drawn vehicles",2020/07,0
"Motor cycles, bicycles and animal drawn vehicles",2020/08,0
"Motor cycles, bicycles and animal drawn vehicles",2020/09,0
"Motor cycles, bicycles and animal drawn vehicles",2020/10,0
"Motor cycles, bicycles and animal drawn vehicles",2020/11,0
"Motor cycles, bicycles and animal drawn vehicles",2020/12,0
"Motor cycles, bicycles and animal drawn vehicles",2021/01,0.01
"Motor cycles, bicycles and animal drawn vehicles",2021/02,0.01
"Motor cycles, bicycles and animal drawn vehicles",2021/03,0.01
"Motor cycles, bicycles and animal drawn vehicles",2021/04,0.01
"Motor cycles, bicycles and animal drawn vehicles",2021/05,0.01
"Motor cycles, bicycles and animal drawn vehicles",2021/06,0.01
"Motor cycles, bicycles and animal drawn vehicles",2021/07,0.01
"Motor cycles, bicycles and animal drawn vehicles",2021/08,0.01
"Motor cycles, bicycles and animal drawn vehicles",2021/09,0.02
"Motor cycles, bicycles and animal drawn vehicles",2021/10,0.02
Motor cycles,2020/01,0
Motor cycles,2020/02,0
Motor cycles,2020/03,0
Motor cycles,2020/04,0
Motor cycles,2020/05,0
Motor cycles,2020/06,0
Motor cycles,2020/07,0
Motor cycles,2020/08,0
Motor cycles,2020/09,0
Motor cycles,2020/10,0
Motor cycles,2020/11,0
Motor cycles,2020/12,0
Motor cycles,2021/01,0
Motor cycles,2021/02,0
Motor cycles,2021/03,0
Motor cycles,2021/04,0
Motor cycles,2021/05,0
Motor cycles,2021/06,0
Motor cycles,2021/07,0.01
Motor cycles,2021/08,0.01
Motor cycles,2021/09,0.01
Motor cycles,2021/10,0.01
Bicycles,2020/01,0
Bicycles,2020/02,0
Bicycles,2020/03,0
Bicycles,2020/04,0
Bicycles,2020/05,0
Bicycles,2020/06,0
Bicycles,2020/07,0
Bicycles,2020/08,0
Bicycles,2020/09,0
Bicycles,2020/10,0
Bicycles,2020/11,0
Bicycles,2020/12,0
Bicycles,2021/01,0
Bicycles,2021/02,0
Bicycles,2021/03,0
Bicycles,2021/04,0
Bicycles,2021/05,0
Bicycles,2021/06,0
Bicycles,2021/07,0
Bicycles,2021/08,0.01
Bicycles,2021/09,0.01
Bicycles,2021/10,0.01
Spare parts and accessories for personal transport equipment,2020/01,0
Spare parts and accessories for personal transport equipment,2020/02,0
Spare parts and accessories for personal transport equipment,2020/03,0
Spare parts and accessories for personal transport equipment,2020/04,0
Spare parts and accessories for personal transport equipment,2020/05,0.01
Spare parts and accessories for personal transport equipment,2020/06,0.01
Spare parts and accessories for personal transport equipment,2020/07,0
Spare parts and accessories for personal transport equipment,2020/08,0
Spare parts and accessories for personal transport equipment,2020/09,0
Spare parts and accessories for personal transport equipment,2020/10,0
Spare parts and accessories for personal transport equipment,2020/11,0
Spare parts and accessories for personal transport equipment,2020/12,0
Spare parts and accessories for personal transport equipment,2021/01,0.01
Spare parts and accessories for personal transport equipment,2021/02,0.01
Spare parts and accessories for personal transport equipment,2021/03,0.01
Spare parts and accessories for personal transport equipment,2021/04,0.01
Spare parts and accessories for personal transport equipment,2021/05,0
Spare parts and accessories for personal transport equipment,2021/06,0
Spare parts and accessories for personal transport equipment,2021/07,0.01
Spare parts and accessories for personal transport equipment,2021/08,0.01
Spare parts and accessories for personal transport equipment,2021/09,0.01
Spare parts and accessories for personal transport equipment,2021/10,0.02
Tyres,2020/01,0
Tyres,2020/02,0
Tyres,2020/03,0
Tyres,2020/04,0
Tyres,2020/05,0
Tyres,2020/06,0
Tyres,2020/07,0
Tyres,2020/08,0
Tyres,2020/09,0
Tyres,2020/10,0
Tyres,2020/11,0
Tyres,2020/12,0
Tyres,2021/01,0
Tyres,2021/02,0
Tyres,2021/03,0
Tyres,2021/04,0
Tyres,2021/05,0
Tyres,2021/06,0
Tyres,2021/07,0
Tyres,2021/08,0.01
Tyres,2021/09,0.01
Tyres,2021/10,0.01
Spare parts for personal transport equipment,2020/01,0
Spare parts for personal transport equipment,2020/02,0
Spare parts for personal transport equipment,2020/03,0
Spare parts for personal transport equipment,2020/04,0
Spare parts for personal transport equipment,2020/05,0
Spare parts for personal transport equipment,2020/06,0
Spare parts for personal transport equipment,2020/07,0
Spare parts for personal transport equipment,2020/08,0
Spare parts for personal transport equipment,2020/09,0
Spare parts for personal transport equipment,2020/10,0
Spare parts for personal transport equipment,2020/11,0
Spare parts for personal transport equipment,2020/12,0
Spare parts for personal transport equipment,2021/01,0
Spare parts for personal transport equipment,2021/02,0
Spare parts for personal transport equipment,2021/03,0
Spare parts for personal transport equipment,2021/04,0
Spare parts for personal transport equipment,2021/05,0
Spare parts for personal transport equipment,2021/06,0
Spare parts for personal transport equipment,2021/07,0
Spare parts for personal transport equipment,2021/08,0
Spare parts for personal transport equipment,2021/09,0
Spare parts for personal transport equipment,2021/10,0.01
Accessories for personal transport equipment,2020/01,0
Accessories for personal transport equipment,2020/02,0
Accessories for personal transport equipment,2020/03,0
Accessories for personal transport equipment,2020/04,0
Accessories for personal transport equipment,2020/05,0
Accessories for personal transport equipment,2020/06,0
Accessories for personal transport equipment,2020/07,0
Accessories for personal transport equipment,2020/08,0
Accessories for personal transport equipment,2020/09,0
Accessories for personal transport equipment,2020/10,0
Accessories for personal transport equipment,2020/11,0
Accessories for personal transport equipment,2020/12,0
Accessories for personal transport equipment,2021/01,0
Accessories for personal transport equipment,2021/02,0
Accessories for personal transport equipment,2021/03,0
Accessories for personal transport equipment,2021/04,0
Accessories for personal transport equipment,2021/05,0
Accessories for personal transport equipment,2021/06,0
Accessories for personal transport equipment,2021/07,0
Accessories for personal transport equipment,2021/08,0
Accessories for personal transport equipment,2021/09,0
Accessories for personal transport equipment,2021/10,0
Diesel,2020/01,0.11
Diesel,2020/02,-0.01
Diesel,2020/03,-0.16
Diesel,2020/04,-0.28999999999999998
Diesel,2020/05,-0.38
Diesel,2020/06,-0.27000000000000002
Diesel,2020/07,-0.23000000000000001
Diesel,2020/08,-0.22
Diesel,2020/09,-0.26000000000000001
Diesel,2020/10,-0.28999999999999998
Diesel,2020/11,-0.28000000000000003
Diesel,2020/12,-0.23999999999999999
Diesel,2021/01,-0.20000000000000001
Diesel,2021/02,-0.080000000000000002
Diesel,2021/03,0.10000000000000001
Diesel,2021/04,0.20999999999999999
Diesel,2021/05,0.29999999999999999
Diesel,2021/06,0.28999999999999998
Diesel,2021/07,0.28999999999999998
Diesel,2021/08,0.28999999999999998
Diesel,2021/09,0.34000000000000002
Diesel,2021/10,0.46000000000000002
Petrol,2020/01,0.16
Petrol,2020/02,0.10000000000000001
Petrol,2020/03,-0.070000000000000007
Petrol,2020/04,-0.35999999999999999
Petrol,2020/05,-0.46999999999999997
Petrol,2020/06,-0.33000000000000002
Petrol,2020/07,-0.27000000000000002
Petrol,2020/08,-0.23999999999999999
Petrol,2020/09,-0.22
Petrol,2020/10,-0.22
Petrol,2020/11,-0.26000000000000001
Petrol,2020/12,-0.22
Petrol,2021/01,-0.14000000000000001
Petrol,2021/02,-0.029999999999999999
Petrol,2021/03,0.19
Petrol,2021/04,0.38
Petrol,2021/05,0.45000000000000001
Petrol,2021/06,0.39000000000000001
Petrol,2021/07,0.40000000000000002
Petrol,2021/08,0.42999999999999999
Petrol,2021/09,0.44
Petrol,2021/10,0.54000000000000004
Other fuels for personal transport equipment,2020/01,0
Other fuels for personal transport equipment,2020/02,0
Other fuels for personal transport equipment,2020/03,0
Other fuels for personal transport equipment,2020/04,-0.01
Other fuels for personal transport equipment,2020/05,-0.01
Other fuels for personal transport equipment,2020/06,-0.01
Other fuels for personal transport equipment,2020/07,0
Other fuels for personal transport equipment,2020/08,0
Other fuels for personal transport equipment,2020/09,0
Other fuels for personal transport equipment,2020/10,0
Other fuels for personal transport equipment,2020/11,0
Other fuels for personal transport equipment,2020/12,0
Other fuels for personal transport equipment,2021/01,0
Other fuels for personal transport equipment,2021/02,0
Other fuels for personal transport equipment,2021/03,0
Other fuels for personal transport equipment,2021/04,0.01
Other fuels for personal transport equipment,2021/05,0.01
Other fuels for personal transport equipment,2021/06,0.01
Other fuels for personal transport equipment,2021/07,0.01
Other fuels for personal transport equipment,2021/08,0.01
Other fuels for personal transport equipment,2021/09,0.02
Other fuels for personal transport equipment,2021/10,0.02
Lubricants,2020/01,0
Lubricants,2020/02,0
Lubricants,2020/03,0
Lubricants,2020/04,0
Lubricants,2020/05,0
Lubricants,2020/06,0
Lubricants,2020/07,0
Lubricants,2020/08,0
Lubricants,2020/09,0
Lubricants,2020/10,0
Lubricants,2020/11,0
Lubricants,2020/12,0
Lubricants,2021/01,0
Lubricants,2021/02,0
Lubricants,2021/03,0
Lubricants,2021/04,0
Lubricants,2021/05,0
Lubricants,2021/06,0
Lubricants,2021/07,0
Lubricants,2021/08,0
Lubricants,2021/09,0
Lubricants,2021/10,0
Maintenance and repair of personal transport equipment,2020/01,0.070000000000000007
Maintenance and repair of personal transport equipment,2020/02,0.059999999999999998
Maintenance and repair of personal transport equipment,2020/03,0.059999999999999998
Maintenance and repair of personal transport equipment,2020/04,0.059999999999999998
Maintenance and repair of personal transport equipment,2020/05,0.059999999999999998
Maintenance and repair of personal transport equipment,2020/06,0.059999999999999998
Maintenance and repair of personal transport equipment,2020/07,0.070000000000000007
Maintenance and repair of personal transport equipment,2020/08,0.059999999999999998
Maintenance and repair of personal transport equipment,2020/09,0.059999999999999998
Maintenance and repair of personal transport equipment,2020/10,0.059999999999999998
Maintenance and repair of personal transport equipment,2020/11,0.059999999999999998
Maintenance and repair of personal transport equipment,2020/12,0.059999999999999998
Maintenance and repair of personal transport equipment,2021/01,0.070000000000000007
Maintenance and repair of personal transport equipment,2021/02,0.059999999999999998
Maintenance and repair of personal transport equipment,2021/03,0.070000000000000007
Maintenance and repair of personal transport equipment,2021/04,0.059999999999999998
Maintenance and repair of personal transport equipment,2021/05,0.059999999999999998
Maintenance and repair of personal transport equipment,2021/06,0.059999999999999998
Maintenance and repair of personal transport equipment,2021/07,0.070000000000000007
Maintenance and repair of personal transport equipment,2021/08,0.070000000000000007
Maintenance and repair of personal transport equipment,2021/09,0.080000000000000002
Maintenance and repair of personal transport equipment,2021/10,0.080000000000000002
Other services in respect of personal transport equipment,2020/01,0.01
Other services in respect of personal transport equipment,2020/02,0.01
Other services in respect of personal transport equipment,2020/03,0.01
Other services in respect of personal transport equipment,2020/04,0
Other services in respect of personal transport equipment,2020/05,0
Other services in respect of personal transport equipment,2020/06,0.01
Other services in respect of personal transport equipment,2020/07,0.01
Other services in respect of personal transport equipment,2020/08,0.02
Other services in respect of personal transport equipment,2020/09,0.02
Other services in respect of personal transport equipment,2020/10,0.02
Other services in respect of personal transport equipment,2020/11,0.02
Other services in respect of personal transport equipment,2020/12,0.02
Other services in respect of personal transport equipment,2021/01,0.02
Other services in respect of personal transport equipment,2021/02,0.02
Other services in respect of personal transport equipment,2021/03,0.029999999999999999
Other services in respect of personal transport equipment,2021/04,0.040000000000000001
Other services in respect of personal transport equipment,2021/05,0.040000000000000001
Other services in respect of personal transport equipment,2021/06,0.040000000000000001
Other services in respect of personal transport equipment,2021/07,0.059999999999999998
Other services in respect of personal transport equipment,2021/08,0.059999999999999998
Other services in respect of personal transport equipment,2021/09,0.029999999999999999
Other services in respect of personal transport equipment,2021/10,0.040000000000000001
"Hire of garages, parking spaces and personal transport equipment",2020/01,0
"Hire of garages, parking spaces and personal transport equipment",2020/02,0
